LETRA;NOMBRE;OBJETO;SERVICIOS;UBICACIÓN;TEL;WEB;TAG;
U;Un  Milagro de Vida, A.C. (Centro);Rehabilitación de jóvenes con problemas cognitivos conductores y adicciones de alcohol o drogas, mediante un sistema de eficacia comprobada, en el cual atiende a toda persona que lo requiera, sin importar clase social, religión, orientación sexual etc.;"Brinda atención integral mediante terapias psicológicas individuales, grupales, familiares y de pareja; consejería especializada; talleres de desarrollo espiritual, prevención de recaídas, programa de 12 pasos e integración ocupacional; además de servicios residenciales voluntarios e involuntarios, así como consultas médicas y psiquiátricas.";Calle Rafael Platón Sánchez 733 Norte, Colonia Centro, Monterrey, Nuevo León, C.P. 64000;8121851646;UnmilagrodevidaAC@gmail.com  https://www.facebook.com/UMVAC;Pevención de Adicciones;
U;Un Escalón Hacia la Felicidad, A.C.;Dar el tratamiento adecuado tanto psicológico como espiritual a las personas con problemas de adicción durante su proceso de internamiento el cual debe de ser de calidad y calidez. ;Terapia Psicológica, Espiritual, de alcohólicos anónimos, taller de barbería  y talleres de consejería a cargo de operadores terapéuticos en adicciones ;Encino 401, Prados de Santa Rosa, Apodaca, Nuevo León.;"8132390294
 8116297578
 8180905946";;Pevención de Adicciones;
V;Valórate, A.C.;Crear centros de apoyo permanentes o provisionales, con el fin de brindar a toda persona de escasos recursos que padece adicción a alguna droga, rehabilitación y reintegración a la familia y a la sociedad, que se vean impedidas para satisfacer sus requerimientos básicos de alimentación, vestido, vivienda y salud, crear centros de tratamientos especializados para toda persona de escasos recursos que padece adicción a alguna droga, ofreciendo alternativas ambulatorias, de internamientos, programas de continuidad y reforzamiento. ;Tratamiento integral de las adicciones;Hueman 217, Colonia Fama I, municipio Santa Catarina, Nuevo León, C.P. 66117;8183160331 8116024415;valorate_ac@hotmail.com ;Pevención de Adicciones;
V;VENUMIA, A.C.;Brindar atención especializada a toda aquella persona que ha vivido algún tipo de violencia familiar, promoviendo la prevención a través de pláticas, talleres informativos, investigación, publicaciones, así como capacitar a estudiantes y profesionales en el abordaje de perspectiva de género y sensibilidad del tema.;Difusión de datos sobre: violencia familiar, diferencias genéricas y derechos humanos.;San Luis Potosí 511 Col. Independencia, Mty, N.L.;8672665647;venumia0220@gmail.com instagram: venumia.mx Youtube: Venumia, A.C.  facebook.com/venumia ;Mujeres/ Legal ;
V;Vida y Familia Monterrey, VIFAC, A.C. ;Brindar apoyo integral a mujeres embarazadas y a sus hijas e hijos pequeños, promoviendo su bienestar, desarrollo personal y autonomía mediante acompañamiento, formación y acceso a servicios básicos de salud y educación;Ofrece alojamiento y alimentación, atención médica y psicológica con control materno-infantil, formación humana y acompañamiento personal, regularización escolar, talleres de capacitación para el trabajo y pláticas de prevención del embarazo y educación sexual para adolescentes.;Zaragoza 625 Sur cruz con Insurgentes, Col. La Pastora, Guadalupe N. L.  CP. 67140;8181912040  81912090  8181912050 ;"comunicacion.monterrey@vifac.org; direccion.monterrey@vifac.org  www.vifac.org";Mujeres/ Niñez/ ;
V;Vidas que Trascienden, A.C.;Rehabilitación de personas en adicciones. ;Clínica Especializada en Adicciones para Mujeres;5 de Mayo 404, Moderno Apodaca, 66600 Cdad. Apodaca, N.L.;8119997212;;Pevención de Adicciones;
V;Voluntarias Vicentinas de Monterrey, A.C.;Promover una mejor calidad de vida para la población de escasos recursos a través de la investigación e implementación de programas de salud, educación, evangelización, familia, empleo, vivienda a través de capacitación de las socias a través de seminarios, asamblea y otros medios de comunicación.;"Asesoría legal; Oficina Vicentinas: realización de proyectos. Protección y educación a la madre y al niño en todos sus aspectos y en particular a través de centros de higiene, maternidades, servicios pediátricos y de hospitalización, orfanatorios, hospitales, guarderías infantiles, desayunadores, roperos, consultorios, dispensarios.";Ave. San Jerónimo 808 B  Pte. Gonzalitos y Rio Verde,  Col. San Jerónimo,  Monterrey N.L. CP. 64640  // Porfirio Díaz 508 Sur, Zona Centro Monterrey;83469800 81232075 83366232  83151268 ;a.aracelimendieta@hotmail.com  www.voluntariasvicentinasmonterrey.org  https://www.facebook.com/viccali.ac   https://twitter.com/viccaliac?lang=en;Penitenciario/ Legal;
Y;Yarika Creación sin Límites, A.C.;Fomentar la participación ciudadana y la organización social y comunitaria a través de la capacitación, asesoría, empoderamiento de la mujer, prevención a la violencia, prevención a las adicciones, apoyo alimenticio y servicio de comedor con la finalidad de mejorar su condición de vida.;Tratamiento Residencial mediante un modelo de intervención de Comunidad Terapéutica.;Calle O Primera #336 Colonia Nuevo Las Puentes, Apodaca, N. L., C.P. 66612;8126371754;"
Yari_71@yahoo.com.mx
";Pevención de Adicciones;
Z;Zihuakalí, Casa de las Mujeres Indígenas en Nuevo León;Actividades para lograr mejores condiciones de subsistencia y desarrollo de grupos vulnerables por edad, sexo o discapacidad y etnias, como actividad principal atender a la población indígena.  ;Atención a mujeres indígenas con terapia psicológica, orientación legal y talleres de sensibilización a personal de servicio público.;Julián Villagrán 116 entre Modesto Arreola y Aramberri, Col. Centro, Monterrey, N. L. enfrente de la Alameda y a un lado del Cabrito;8343967376;zihuakali_casadelamujer@live.com.mx;Mujeres/ Indígenas/ Afromexicanas;
Z;Zihuame Mochilla, A.C.;Promoción de la participación organizada de la población indígena en las acciones que mejoren sus propias condiciones de subsistencia en beneficio de las comunidades indígenas. ;Realizan proyectos productivos, de emprendimiento y empoderamiento en comunidades de origen indígena de N.L. por ejemplo: huertos urbanos, expo venta de comida tradicional y artesanías, bibliotecas comunitarias, salones culturales, salones de cómputo, diversas actividades de educación y ejercicio de derechos humanos.;Julián Villagrán 116 Sur, Planta alta, frente a la Alameda Col. Centro, Monterrey, N. L. C.P.64000 entre Aramberri y Modesto Arreola;8183444300 8183874300;"zihuame_mochilla@yahoo.com; info@zihuame.org.mx; zihuame.proyectos@gmail.com   www.zihuame.org.mx https://www.facebook.com/zihuame.mochilla/";Mujeres/ Indígenas;
